Jop title,Company name,Location,Posted,Skills,links
Finacle Development & Support Engineer (Core Banking),Expleo Group -,"Dubai, United Arab Emirates",11 days ago,Full TimeEntry Level / Installation/Maintenance/Repair / IT/Software Development / Engineering - Telecom/Technology / information technology (it) / computer science / engineering / software development / sql / software / customer service,https://wuzzuf.net/jobs/p/g/5rUBETwBTpMo-Finacle-Development-Support-Engineer-Core-Banking-Expleo-Group-Dubai-United-Arab-Emirates
Sr. Specialist Fleet Partner,talabat -,"Kuwait City, Kuwait",24 days ago,Full TimeExperienced / Customer Service/Support / Analyst/Research / Engineering - Telecom/Technology / customer service / customer care / customer support / human resources (hr) / fleet / it / management,https://wuzzuf.net/jobs/p/g/5UiWewHxKgEV-Sr-Specialist-Fleet-Partner-talabat-Kuwait-City-Kuwait
Sr. Specialist - Projects & Performance,talabat -,"Doha, Qatar",11 days ago,Full TimeEntry Level / Business Development / Human Resources / Analyst/Research / Human Resources (HR) / Recruitment / Communication Skills / English / Sales / Business Development / Customer Service,https://wuzzuf.net/jobs/p/g/wCE5muW9l7md-Sr-Specialist---Projects-Performance-talabat-Doha-Qatar
HR Specialist,BSL - BAE Systems Strategic Aerospace Services WLL -,"Doha, Qatar",14 days ago,Full TimeEntry Level / Administration / Human Resources / Training/Instructor / Human Resources (HR) / Recruitment / Personnel / Microsoft Office / HR / Payroll / Interviewing,https://wuzzuf.net/jobs/p/g/uB2zEdhfvjuu-HR-Specialist-BSL---BAE-Systems-Strategic-Aerospace-Services-WLL-Doha-Qatar
Associate Coverage & Investment Banking - KSA,Natixis Corporate & Investment Banking -,"Riyadh, Saudi Arabia",4 days ago,Full TimeEntry Level / Accounting/Finance / IT/Software Development / C-Level Executive/GM/Director / finance / accounting / financial analysis / business administration / marketing / banking / investment banking,https://wuzzuf.net/jobs/p/g/fGyI7KVOrQAB-Associate-Coverage-Investment-Banking---KSA-Natixis-Corporate-Investment-Banking-Riyadh-Saudi-Arabia
Lead Product Owner,Revolut -,"Dubai, United Arab Emirates",3 days ago,Full TimeManager / IT/Software Development / Analyst/Research / Engineering - Telecom/Technology / Information Technology (IT) / Computer Science / Agile / Software Development / Business Analysis / Engineering / Computer Engineering,https://wuzzuf.net/jobs/p/g/d7NmcV5sgPwl-Lead-Product-Owner-Revolut-Dubai-United-Arab-Emirates
Chief Product Officer - Leading Tech Co.,Right Calibre Consulting -,"Dubai, United Arab Emirates",27 days ago,Full TimeSenior Management / Accounting/Finance / Operations/Management / C-Level Executive/GM/Director / Finance / Accounting / Financial Management / Financial Analysis / Management / MBA / Microsoft Office,https://wuzzuf.net/jobs/p/g/uVnsamaAsD1O-Chief-Product-Officer---Leading-Tech-Co-Right-Calibre-Consulting-Dubai-United-Arab-Emirates
"Demand & Supply Planning Manager, Middle East",Beiersdorf -,"Dubai, United Arab Emirates",18 days ago,Full TimeExperienced / Logistics/Supply Chain / Analyst/Research / Purchasing/Procurement / Supply Chain / Logistics / Planning / Demand / Demand Planning / Production / Inventory Management,https://wuzzuf.net/jobs/p/g/697vnbpE20qE-Demand-Supply-Planning-Manager-Middle-East-Beiersdorf-Dubai-United-Arab-Emirates
AI Developer,Grant Thornton -,"Dubai, United Arab Emirates",29 days ago,Full TimeNot specified / IT/Software Development / Analyst/Research / Engineering - Telecom/Technology / AI / Software Development / Information Technology (IT) / Analysis / Computer Science / C++ / Java,https://wuzzuf.net/jobs/p/g/gjgsMUXlYsg9-AI-Developer-Grant-Thornton-Dubai-United-Arab-Emirates
Market Risk Manager,The Group Securities -,"Doha, Qatar",12 days ago,Full TimeExperienced / Marketing/PR/Advertising / Sales/Retail / Media/Journalism/Publishing / Marketing / Social Media / Market Research / E-marketing / Digital Marketing / Media / Advertising,https://wuzzuf.net/jobs/p/g/yz7kkYF5WSa3-Market-Risk-Manager-The-Group-Securities-Doha-Qatar
Executive Chef,The Ned -,"Doha, Qatar",19 days ago,Full TimeExperienced / Hospitality/Hotels/Food Services / Operations/Management / Analyst/Research / Chef / Hospitality / Hotels / Microsoft Office / Culinary Science / Restaurant Management Software / Kitchen,https://wuzzuf.net/jobs/p/g/kqAZcY1k14HM-Executive-Chef-The-Ned-Doha-Qatar
Tax | Business Tax | Assistant Manager,Jobs via eFinancialCareers -,"Kuwait City, Kuwait",30 days ago,Full TimeEntry Level / Accounting/Finance / Administration / Analyst/Research / Accounting / Finance / Microsoft Office / Tax / Commerce / ACCA / CPA,https://wuzzuf.net/jobs/p/g/zTgVzVgzSiFY-Tax-Business-Tax-Assistant-Manager-Jobs-via-eFinancialCareers-Kuwait-City-Kuwait
Revenue Growth Manager,Beiersdorf -,"Dubai, United Arab Emirates",24 days ago,Full TimeExperienced / Marketing/PR/Advertising / Analyst/Research / Media/Journalism/Publishing / Marketing / Social Media / Digital Marketing / SEO / Growth / Growth Hacking / Management,https://wuzzuf.net/jobs/p/g/oPWddTVK5lFv-Revenue-Growth-Manager-Beiersdorf-Dubai-United-Arab-Emirates
Business Change Manager,DSV - Global Transport and Logistics -,"Riyadh, Saudi Arabia",16 days ago,Full TimeExperienced / Business Development / Marketing/PR/Advertising / Sales/Retail / Business Development / Sales / Sales Skills / Marketing / Sales Target / Management / Customer Service,https://wuzzuf.net/jobs/p/g/2o13v7ItH9mb-Business-Change-Manager-DSV---Global-Transport-and-Logistics-Riyadh-Saudi-Arabia
Senior Implementation Specialist - Large Scale Transformation,Boston Consulting Group (BCG) -,"Riyadh, Saudi Arabia",25 days ago,Full TimeExperienced / Human Resources / Marketing/PR/Advertising / Media/Journalism/Publishing / Marketing / Social Media / Human Resources (HR) / E-marketing / Microsoft Office / Digital Marketing / Media,https://wuzzuf.net/jobs/p/g/FvJuiuHf3Ntu-Senior-Implementation-Specialist---Large-Scale-Transformation-Boston-Consulting-Group-BCG-Riyadh-Saudi-Arabia
Cyber Security,GovCIO -,"Kuwait City, Kuwait",11 days ago,Full TimeEntry Level / IT/Software Development / Sales/Retail / Engineering - Telecom/Technology / Information Technology (IT) / Computer Science / Cyber Security / Engineering / Sales / Networking / Telecommunication,https://wuzzuf.net/jobs/p/g/ZpNndEzyp9H4-Cyber-Security-GovCIO-Kuwait-City-Kuwait
Implementation Specialist - Transformation,Boston Consulting Group (BCG) -,"Riyadh, Saudi Arabia",25 days ago,Full TimeEntry Level / Customer Service/Support / IT/Software Development / Engineering - Telecom/Technology / Computer Science / Information Technology (IT) / Software / SQL / Software Implementation / Engineering / Implementation,https://wuzzuf.net/jobs/p/g/XNlKwm5pPPLe-Implementation-Specialist---Transformation-Boston-Consulting-Group-BCG-Riyadh-Saudi-Arabia
Demand Planning - P3,Boston Scientific -,"Riyadh, Saudi Arabia",28 days ago,Full TimeExperienced / Logistics/Supply Chain / Analyst/Research / Purchasing/Procurement / Supply Chain / Logistics / Demand / Planning / Demand Planning / Production / Inventory Management,https://wuzzuf.net/jobs/p/g/lmnx7HTXblCA-Demand-Planning---P3-Boston-Scientific-Riyadh-Saudi-Arabia
